A1 NumberofProtons,A2 NumberofProtons,B NumberofProtons,X1 NumberofProtons,X2 NumberofProtons,X3 NumberofProtons,X4 NumberofProtons,Ion NumberofProtons,A1 NumberofNeutrons,A2 NumberofNeutrons,B NumberofNeutrons,X1 NumberofNeutrons,X2 NumberofNeutrons,X3 NumberofNeutrons,X4 NumberofNeutrons,Ion NumberofNeutrons,A1 Number of Shells,A2 Number of Shells,B Number of Shells,X1 Number of Shells,X2 Number of Shells,X3 Number of Shells,X4 Number of Shells,Ion Number of Shells,A1 Specific Heat,A2 Specific Heat,B Specific Heat,X1 Specific Heat,X2 Specific Heat,X3 Specific Heat,X4 Specific Heat,Ion Specific Heat,A1 Density,A2 Density,B Density,X1 Density,X2 Density,X3 Density,X4 Density,Ion Density,A1 AtomicRadius,A2 AtomicRadius,B AtomicRadius,X1 AtomicRadius,X2 AtomicRadius,X3 AtomicRadius,X4 AtomicRadius,Ion AtomicRadius,A1 Firstlonization,A2 Firstlonization,B Firstlonization,X1 Firstlonization,X2 Firstlonization,X3 Firstlonization,X4 Firstlonization,Ion Firstlonization,A1 AtomicMass,A2  AtomicMass,B  AtomicMass,X1 AtomicMass,X2 AtomicMass,X3 AtomicMass,X4 AtomicMass,Ion AtomicMass,A1 Melting Point,A2 Melting Point,B Melting Point,X1 Melting Point,X2 Melting Point,X3 Melting Point,X4 Melting Point,Ion Melting Point,Without ion Final Energy(ev),With ion Final Energy(ev),Ion Energy(ev),Adsorption energy(ev)
55,55,50,53,53,53,53,20,78,78,69,74,74,74,74,20,6,6,5,5,5,5,5,4,0.242,0.242,0.228,0.214,0.214,0.214,0.214,0.647,1.87,1.87,7.29,4.93,4.93,4.93,4.93,1.54,3.3,3.3,1.7,1.3,1.3,1.3,1.3,2.2,3.8939,3.8939,7.3439,10.4513,10.4513,10.4513,10.4513,6.1132,132.905,132.905,118.71,126.904,126.904,126.904,126.904,40.078,301.7,301.7,505.21,386.65,386.65,386.65,386.65,1112.15,-6790.158099,-7798.756571,-1002.3398,0
37,37,32,9,9,9,35,9,48,48,41,10,10,10,45,10,5,5,4,2,2,2,4,2,0.363,0.363,0.32,0.824,0.824,0.824,0.474,0.824,1.53,1.53,5.32,0.0017,0.0017,0.0017,3.12,0.0017,3,3,1.5,0.57,0.57,0.57,1.1,0.57,4.1771,4.1771,7.8994,17.4228,17.4228,17.4228,11.8138,17.4228,85.468,85.468,72.64,18.998,18.998,18.998,79.904,18.998,312.79,312.79,1211.45,53.63,53.63,53.63,266.05,53.63,-6373.053415,-7035.971402,-656.7593,0
55,55,82,9,9,9,9,9,78,78,125,10,10,10,10,10,6,6,6,2,2,2,2,2,0.242,0.242,0.129,0.824,0.824,0.824,0.824,0.824,1.87,1.87,11.3,0.0017,0.0017,0.0017,0.0017,0.0017,3.3,3.3,1.8,0.57,0.57,0.57,0.57,0.57,3.8939,3.8939,7.4167,17.4228,17.4228,17.4228,17.4228,17.4228,132.905,132.905,207.2,18.998,18.998,18.998,18.998,18.998,301.7,301.7,600.75,53.63,53.63,53.63,53.63,53.63,-9629.213756,-10292.09241,-656.7593,0
11,11,32,9,9,9,18,9,12,12,41,10,10,10,18,10,3,3,4,2,2,2,3,2,1.228,1.228,0.32,0.824,0.824,0.824,0.479,0.824,0.971,0.971,5.32,0.0017,0.0017,0.0017,0.00321,0.0017,2.2,2.2,1.5,0.57,0.57,0.57,0.97,0.57,5.1391,5.1391,7.8994,17.4228,17.4228,17.4228,12.9676,17.4228,22.99,22.99,72.64,18.998,18.998,18.998,35.453,18.998,371.15,371.15,1211.45,53.63,53.63,53.63,172.31,53.63,-7561.567175,-8224.435967,-656.7593,0
37,37,82,53,53,53,53,20,48,48,125,74,74,74,74,20,5,5,6,5,5,5,5,4,0.363,0.363,0.129,0.214,0.214,0.214,0.214,0.647,1.53,1.53,11.3,4.93,4.93,4.93,4.93,1.54,3,3,1.8,1.3,1.3,1.3,1.3,2.2,4.1771,4.1771,7.4167,10.4513,10.4513,10.4513,10.4513,6.1132,85.468,85.468,207.2,126.904,126.904,126.904,126.904,40.078,312.79,312.79,600.75,386.65,386.65,386.65,386.65,1112.15,-10001.63084,-11010.02737,-1002.3398,0
11,11,32,35,35,35,35,9,12,12,41,45,45,45,45,10,3,3,4,4,4,4,4,2,1.228,1.228,0.32,0.474,0.474,0.474,0.474,0.824,0.971,0.971,5.32,3.12,3.12,3.12,3.12,0.0017,2.2,2.2,1.5,1.1,1.1,1.1,1.1,0.57,5.1391,5.1391,7.8994,11.8138,11.8138,11.8138,11.8138,17.4228,22.99,22.99,72.64,79.904,79.904,79.904,79.904,18.998,371.15,371.15,1211.45,266.05,266.05,266.05,266.05,53.63,-7007.75117,-7670.537863,-656.7593,0
11,11,82,35,35,35,35,9,12,12,125,45,45,45,45,10,3,3,6,4,4,4,4,2,1.228,1.228,0.129,0.474,0.474,0.474,0.474,0.824,0.971,0.971,11.3,3.12,3.12,3.12,3.12,0.0017,2.2,2.2,1.8,1.1,1.1,1.1,1.1,0.57,5.1391,5.1391,7.4167,11.8138,11.8138,11.8138,11.8138,17.4228,22.99,22.99,207.2,79.904,79.904,79.904,79.904,18.998,371.15,371.15,600.75,266.05,266.05,266.05,266.05,53.63,-9899.854619,-10562.53569,-656.7593,0
37,37,82,9,9,9,53,9,48,48,125,10,10,10,74,10,5,5,6,2,2,2,5,2,0.363,0.363,0.129,0.824,0.824,0.824,0.214,0.824,1.53,1.53,11.3,0.0017,0.0017,0.0017,4.93,0.0017,3,3,1.8,0.57,0.57,0.57,1.3,0.57,4.1771,4.1771,7.4167,17.4228,17.4228,17.4228,10.4513,17.4228,85.468,85.468,207.2,18.998,18.998,18.998,126.904,18.998,312.79,312.79,600.75,53.63,53.63,53.63,386.65,53.63,-9596.362342,-10258.99723,-656.7593,0
3,3,50,9,9,9,9,3,4,4,69,10,10,10,10,4,2,2,5,2,2,2,2,2,3.582,3.582,0.228,0.824,0.824,0.824,0.824,3.582,0.534,0.534,7.29,0.0017,0.0017,0.0017,0.0017,0.534,2.1,2.1,1.7,0.57,0.57,0.57,0.57,2.1,5.3917,5.3917,7.3439,17.4228,17.4228,17.4228,17.4228,5.3917,6.941,6.941,118.71,18.998,18.998,18.998,18.998,6.941,453.85,453.85,505.21,53.63,53.63,53.63,53.63,453.85,-5099.530655,-5305.401694,-200.0479,0
3,11,32,9,9,9,9,19,4,12,41,10,10,10,10,20,2,3,4,2,2,2,2,4,3.582,1.228,0.32,0.824,0.824,0.824,0.824,0.757,0.534,0.971,5.32,0.0017,0.0017,0.0017,0.0017,0.862,2.1,2.2,1.5,0.57,0.57,0.57,0.57,2.8,5.3917,5.1391,7.8994,17.4228,17.4228,17.4228,17.4228,4.3407,6.941,22.99,72.64,18.998,18.998,18.998,18.998,39.098,453.85,371.15,1211.45,53.63,53.63,53.63,53.63,336.5,-6691.40951,-7487.551505,-790.3531,0
3,3,82,53,53,53,53,9,4,4,125,74,74,74,74,10,2,2,6,5,5,5,5,2,3.582,3.582,0.129,0.214,0.214,0.214,0.214,0.824,0.534,0.534,11.3,4.93,4.93,4.93,4.93,0.0017,2.1,2.1,1.8,1.3,1.3,1.3,1.3,0.57,5.3917,5.3917,7.4167,10.4513,10.4513,10.4513,10.4513,17.4228,6.941,6.941,207.2,126.904,126.904,126.904,126.904,18.998,453.85,453.85,600.75,386.65,386.65,386.65,386.65,53.63,-9023.120631,-9685.655667,-656.7593,0
37,37,32,9,9,9,9,3,48,48,41,10,10,10,10,4,5,5,4,2,2,2,2,2,0.363,0.363,0.32,0.824,0.824,0.824,0.824,3.582,1.53,1.53,5.32,0.0017,0.0017,0.0017,0.0017,0.534,3,3,1.5,0.57,0.57,0.57,0.57,2.1,4.1771,4.1771,7.8994,17.4228,17.4228,17.4228,17.4228,5.3917,85.468,85.468,72.64,18.998,18.998,18.998,18.998,6.941,312.79,312.79,1211.45,53.63,53.63,53.63,53.63,453.85,-6567.604186,-6773.356935,-200.0479,0
55,55,82,35,35,35,35,20,78,78,125,45,45,45,45,20,6,6,6,4,4,4,4,4,0.242,0.242,0.129,0.474,0.474,0.474,0.474,0.647,1.87,1.87,11.3,3.12,3.12,3.12,3.12,1.54,3.3,3.3,1.8,1.1,1.1,1.1,1.1,2.2,3.8939,3.8939,7.4167,11.8138,11.8138,11.8138,11.8138,6.1132,132.905,132.905,207.2,79.904,79.904,79.904,79.904,40.078,301.7,301.7,600.75,266.05,266.05,266.05,266.05,1112.15,-8842.112292,-9850.122982,-1002.3398,0
55,55,50,35,35,53,53,20,78,78,69,45,45,74,74,20,6,6,5,4,4,5,5,4,0.242,0.242,0.228,0.474,0.474,0.214,0.214,0.647,1.87,1.87,7.29,3.12,3.12,4.93,4.93,1.54,3.3,3.3,1.7,1.1,1.1,1.3,1.3,2.2,3.8939,3.8939,7.3439,11.8138,11.8138,10.4513,10.4513,6.1132,132.905,132.905,118.71,79.904,79.904,126.904,126.904,40.078,301.7,301.7,505.21,266.05,266.05,386.65,386.65,1112.15,-6125.679725,-7133.658684,-1002.3398,0
11,11,82,35,35,35,53,9,12,12,125,45,45,45,74,10,3,3,6,4,4,4,5,2,1.228,1.228,0.129,0.474,0.474,0.474,0.214,0.824,0.971,0.971,11.3,3.12,3.12,3.12,4.93,0.0017,2.2,2.2,1.8,1.1,1.1,1.1,1.3,0.57,5.1391,5.1391,7.4167,11.8138,11.8138,11.8138,10.4513,17.4228,22.99,22.99,207.2,79.904,79.904,79.904,126.904,18.998,371.15,371.15,600.75,266.05,266.05,266.05,386.65,53.63,-10232.14793,-10894.54555,-656.7593,0
3,11,32,9,9,9,9,3,4,12,41,10,10,10,10,4,2,3,4,2,2,2,2,2,3.582,1.228,0.32,0.824,0.824,0.824,0.824,3.582,0.534,0.971,5.32,0.0017,0.0017,0.0017,0.0017,0.534,2.1,2.2,1.5,0.57,0.57,0.57,0.57,2.1,5.3917,5.1391,7.8994,17.4228,17.4228,17.4228,17.4228,5.3917,6.941,22.99,72.64,18.998,18.998,18.998,18.998,6.941,453.85,371.15,1211.45,53.63,53.63,53.63,53.63,453.85,-6691.40951,-6897.086259,-200.0479,0
19,19,82,53,53,53,53,20,20,20,125,74,74,74,74,20,4,4,6,5,5,5,5,4,0.757,0.757,0.129,0.214,0.214,0.214,0.214,0.647,0.862,0.862,11.3,4.93,4.93,4.93,4.93,1.54,2.8,2.8,1.8,1.3,1.3,1.3,1.3,2.2,4.3407,4.3407,7.4167,10.4513,10.4513,10.4513,10.4513,6.1132,39.098,39.098,207.2,126.904,126.904,126.904,126.904,40.078,336.5,336.5,600.75,386.65,386.65,386.65,386.65,1112.15,-10203.06356,-11211.02262,-1002.3398,0
37,37,50,53,53,53,53,20,48,48,69,74,74,74,74,20,5,5,5,5,5,5,5,4,0.363,0.363,0.228,0.214,0.214,0.214,0.214,0.647,1.53,1.53,7.29,4.93,4.93,4.93,4.93,1.54,3,3,1.7,1.3,1.3,1.3,1.3,2.2,4.1771,4.1771,7.3439,10.4513,10.4513,10.4513,10.4513,6.1132,85.468,85.468,118.71,126.904,126.904,126.904,126.904,40.078,312.79,312.79,505.21,386.65,386.65,386.65,386.65,1112.15,-6620.778866,-7628.734154,-1002.3398,0
37,37,32,9,9,9,9,20,48,48,41,10,10,10,10,20,5,5,4,2,2,2,2,4,0.363,0.363,0.32,0.824,0.824,0.824,0.824,0.647,1.53,1.53,5.32,0.0017,0.0017,0.0017,0.0017,1.54,3,3,1.5,0.57,0.57,0.57,0.57,2.2,4.1771,4.1771,7.8994,17.4228,17.4228,17.4228,17.4228,6.1132,85.468,85.468,72.64,18.998,18.998,18.998,18.998,40.078,312.79,312.79,1211.45,53.63,53.63,53.63,53.63,1112.15,-6567.604186,-7575.515486,-1002.3398,0
3,3,32,9,9,9,9,11,4,4,41,10,10,10,10,12,2,2,4,2,2,2,2,3,3.582,3.582,0.32,0.824,0.824,0.824,0.824,1.228,0.534,0.534,5.32,0.0017,0.0017,0.0017,0.0017,0.971,2.1,2.1,1.5,0.57,0.57,0.57,0.57,2.2,5.3917,5.3917,7.8994,17.4228,17.4228,17.4228,17.4228,5.1391,6.941,6.941,72.64,18.998,18.998,18.998,18.998,22.99,453.85,453.85,1211.45,53.63,53.63,53.63,53.63,371.15,-5587.936867,-6897.675262,-1304.181,0
55,55,32,9,9,9,9,20,78,78,41,10,10,10,10,20,6,6,4,2,2,2,2,4,0.242,0.242,0.32,0.824,0.824,0.824,0.824,0.647,1.87,1.87,5.32,0.0017,0.0017,0.0017,0.0017,1.54,3.3,3.3,1.5,0.57,0.57,0.57,0.57,2.2,3.8939,3.8939,7.8994,17.4228,17.4228,17.4228,17.4228,6.1132,132.905,132.905,72.64,18.998,18.998,18.998,18.998,40.078,301.7,301.7,1211.45,53.63,53.63,53.63,53.63,1112.15,-6737.099574,-7744.980207,-1002.3398,0
3,3,50,9,9,9,9,11,4,4,69,10,10,10,10,12,2,2,5,2,2,2,2,3,3.582,3.582,0.228,0.824,0.824,0.824,0.824,1.228,0.534,0.534,7.29,0.0017,0.0017,0.0017,0.0017,0.971,2.1,2.1,1.7,0.57,0.57,0.57,0.57,2.2,5.3917,5.3917,7.3439,17.4228,17.4228,17.4228,17.4228,5.1391,6.941,6.941,118.71,18.998,18.998,18.998,18.998,22.99,453.85,453.85,505.21,53.63,53.63,53.63,53.63,371.15,-5099.530655,-6409.177161,-1304.181,0
11,11,50,35,35,35,35,9,12,12,69,45,45,45,45,10,3,3,5,4,4,4,4,2,1.228,1.228,0.228,0.474,0.474,0.474,0.474,0.824,0.971,0.971,7.29,3.12,3.12,3.12,3.12,0.0017,2.2,2.2,1.7,1.1,1.1,1.1,1.1,0.57,5.1391,5.1391,7.3439,11.8138,11.8138,11.8138,11.8138,17.4228,22.99,22.99,118.71,79.904,79.904,79.904,79.904,18.998,371.15,371.15,505.21,266.05,266.05,266.05,266.05,53.63,-6518.84666,-7181.067947,-656.7593,0
55,55,50,9,9,9,9,3,78,78,69,10,10,10,10,4,6,6,5,2,2,2,2,2,0.242,0.242,0.228,0.824,0.824,0.824,0.824,3.582,1.87,1.87,7.29,0.0017,0.0017,0.0017,0.0017,0.534,3.3,3.3,1.7,0.57,0.57,0.57,0.57,2.1,3.8939,3.8939,7.3439,17.4228,17.4228,17.4228,17.4228,5.3917,132.905,132.905,118.71,18.998,18.998,18.998,18.998,6.941,301.7,301.7,505.21,53.63,53.63,53.63,53.63,453.85,-6248.282588,-6453.783369,-200.0479,0
19,19,32,9,9,9,9,20,20,20,41,10,10,10,10,20,4,4,4,2,2,2,2,4,0.757,0.757,0.32,0.824,0.824,0.824,0.824,0.647,0.862,0.862,5.32,0.0017,0.0017,0.0017,0.0017,1.54,2.8,2.8,1.5,0.57,0.57,0.57,0.57,2.2,4.3407,4.3407,7.8994,17.4228,17.4228,17.4228,17.4228,6.1132,39.098,39.098,72.64,18.998,18.998,18.998,18.998,40.078,336.5,336.5,1211.45,53.63,53.63,53.63,53.63,1112.15,-6768.966846,-7776.747517,-1002.3398,0
37,37,82,9,9,9,9,20,48,48,125,10,10,10,10,20,5,5,6,2,2,2,2,4,0.363,0.363,0.129,0.824,0.824,0.824,0.824,0.647,1.53,1.53,11.3,0.0017,0.0017,0.0017,0.0017,1.54,3,3,1.8,0.57,0.57,0.57,0.57,2.2,4.1771,4.1771,7.4167,17.4228,17.4228,17.4228,17.4228,6.1132,85.468,85.468,207.2,18.998,18.998,18.998,18.998,40.078,312.79,312.79,600.75,53.63,53.63,53.63,53.63,1112.15,-9459.697537,-10467.47751,-1002.3398,0
11,11,82,9,9,9,9,3,12,12,125,10,10,10,10,4,3,3,6,2,2,2,2,2,1.228,1.228,0.129,0.824,0.824,0.824,0.824,3.582,0.971,0.971,11.3,0.0017,0.0017,0.0017,0.0017,0.534,2.2,2.2,1.8,0.57,0.57,0.57,0.57,2.1,5.1391,5.1391,7.4167,17.4228,17.4228,17.4228,17.4228,5.3917,22.99,22.99,207.2,18.998,18.998,18.998,18.998,6.941,371.15,371.15,600.75,53.63,53.63,53.63,53.63,453.85,-10686.34741,-10891.76885,-200.0479,0
19,19,32,9,9,18,18,9,20,20,41,10,10,18,18,10,4,4,4,2,2,3,3,2,0.757,0.757,0.32,0.824,0.824,0.479,0.479,0.824,0.862,0.862,5.32,0.0017,0.0017,0.00321,0.00321,0.0017,2.8,2.8,1.5,0.57,0.57,0.97,0.97,0.57,4.3407,4.3407,7.8994,17.4228,17.4228,12.9676,12.9676,17.4228,39.098,39.098,72.64,18.998,18.998,35.453,35.453,18.998,336.5,336.5,1211.45,53.63,53.63,172.31,172.31,53.63,-6296.270377,-6958.357776,-656.7593,0
19,19,50,53,53,53,53,20,20,20,69,74,74,74,74,20,4,4,5,5,5,5,5,4,0.757,0.757,0.228,0.214,0.214,0.214,0.214,0.647,0.862,0.862,7.29,4.93,4.93,4.93,4.93,1.54,2.8,2.8,1.7,1.3,1.3,1.3,1.3,2.2,4.3407,4.3407,7.3439,10.4513,10.4513,10.4513,10.4513,6.1132,39.098,39.098,118.71,126.904,126.904,126.904,126.904,40.078,336.5,336.5,505.21,386.65,386.65,386.65,386.65,1112.15,-6822.075172,-7829.699209,-1002.3398,0
3,3,32,9,9,9,18,19,4,4,41,10,10,10,18,20,2,2,4,2,2,2,3,4,3.582,3.582,0.32,0.824,0.824,0.824,0.479,0.757,0.534,0.534,5.32,0.0017,0.0017,0.0017,0.00321,0.862,2.1,2.1,1.5,0.57,0.57,0.57,0.97,2.8,5.3917,5.3917,7.8994,17.4228,17.4228,17.4228,12.9676,4.3407,6.941,6.941,72.64,18.998,18.998,18.998,35.453,39.098,453.85,453.85,1211.45,53.63,53.63,53.63,172.31,336.5,-5350.647037,-6146.269735,-790.3531,0
19,19,32,18,18,18,18,9,20,20,41,18,18,18,18,10,4,4,4,3,3,3,3,2,0.757,0.757,0.32,0.479,0.479,0.479,0.479,0.824,0.862,0.862,5.32,0.00321,0.00321,0.00321,0.00321,0.0017,2.8,2.8,1.5,0.97,0.97,0.97,0.97,0.57,4.3407,4.3407,7.8994,12.9676,12.9676,12.9676,12.9676,17.4228,39.098,39.098,72.64,35.453,35.453,35.453,35.453,18.998,336.5,336.5,1211.45,172.31,172.31,172.31,172.31,53.63,-5819.009288,-6480.982558,-656.7593,0
19,19,32,9,9,9,9,3,20,20,41,10,10,10,10,4,4,4,4,2,2,2,2,2,0.757,0.757,0.32,0.824,0.824,0.824,0.824,3.582,0.862,0.862,5.32,0.0017,0.0017,0.0017,0.0017,0.534,2.8,2.8,1.5,0.57,0.57,0.57,0.57,2.1,4.3407,4.3407,7.8994,17.4228,17.4228,17.4228,17.4228,5.3917,39.098,39.098,72.64,18.998,18.998,18.998,18.998,6.941,336.5,336.5,1211.45,53.63,53.63,53.63,53.63,453.85,-6768.966846,-6974.193469,-200.0479,0
55,55,50,35,35,35,35,20,78,78,69,45,45,45,45,20,6,6,5,4,4,4,4,4,0.242,0.242,0.228,0.474,0.474,0.474,0.474,0.647,1.87,1.87,7.29,3.12,3.12,3.12,3.12,1.54,3.3,3.3,1.7,1.1,1.1,1.1,1.1,2.2,3.8939,3.8939,7.3439,11.8138,11.8138,11.8138,11.8138,6.1132,132.905,132.905,118.71,79.904,79.904,79.904,79.904,40.078,301.7,301.7,505.21,266.05,266.05,266.05,266.05,1112.15,-5461.108635,-6468.621722,-1002.3398,0
19,19,82,9,9,9,9,20,20,20,125,10,10,10,10,20,4,4,6,2,2,2,2,4,0.757,0.757,0.129,0.824,0.824,0.824,0.824,0.647,0.862,0.862,11.3,0.0017,0.0017,0.0017,0.0017,1.54,2.8,2.8,1.8,0.57,0.57,0.57,0.57,2.2,4.3407,4.3407,7.4167,17.4228,17.4228,17.4228,17.4228,6.1132,39.098,39.098,207.2,18.998,18.998,18.998,18.998,40.078,336.5,336.5,600.75,53.63,53.63,53.63,53.63,1112.15,-9661.038478,-10668.48685,-1002.3398,0
37,37,32,53,53,53,53,20,48,48,41,74,74,74,74,20,5,5,4,5,5,5,5,4,0.363,0.363,0.32,0.214,0.214,0.214,0.214,0.647,1.53,1.53,5.32,4.93,4.93,4.93,4.93,1.54,3,3,1.5,1.3,1.3,1.3,1.3,2.2,4.1771,4.1771,7.8994,10.4513,10.4513,10.4513,10.4513,6.1132,85.468,85.468,72.64,126.904,126.904,126.904,126.904,40.078,312.79,312.79,1211.45,386.65,386.65,386.65,386.65,1112.15,-7109.915657,-8117.363489,-1002.3398,0
19,19,50,18,18,18,18,9,20,20,69,18,18,18,18,10,4,4,5,3,3,3,3,2,0.757,0.757,0.228,0.479,0.479,0.479,0.479,0.824,0.862,0.862,7.29,0.00321,0.00321,0.00321,0.00321,0.0017,2.8,2.8,1.7,0.97,0.97,0.97,0.97,0.57,4.3407,4.3407,7.3439,12.9676,12.9676,12.9676,12.9676,17.4228,39.098,39.098,118.71,35.453,35.453,35.453,35.453,18.998,336.5,336.5,505.21,172.31,172.31,172.31,172.31,53.63,-5330.191646,-5992.02024,-656.7593,0
19,19,50,9,9,9,9,20,20,20,69,10,10,10,10,20,4,4,5,2,2,2,2,4,0.757,0.757,0.228,0.824,0.824,0.824,0.824,0.647,0.862,0.862,7.29,0.0017,0.0017,0.0017,0.0017,1.54,2.8,2.8,1.7,0.57,0.57,0.57,0.57,2.2,4.3407,4.3407,7.3439,17.4228,17.4228,17.4228,17.4228,6.1132,39.098,39.098,118.71,18.998,18.998,18.998,18.998,40.078,336.5,336.5,505.21,53.63,53.63,53.63,53.63,1112.15,-6280.142927,-7287.531589,-1002.3398,0
55,55,32,9,9,9,9,3,78,78,41,10,10,10,10,4,6,6,4,2,2,2,2,2,0.242,0.242,0.32,0.824,0.824,0.824,0.824,3.582,1.87,1.87,5.32,0.0017,0.0017,0.0017,0.0017,0.534,3.3,3.3,1.5,0.57,0.57,0.57,0.57,2.1,3.8939,3.8939,7.8994,17.4228,17.4228,17.4228,17.4228,5.3917,132.905,132.905,72.64,18.998,18.998,18.998,18.998,6.941,301.7,301.7,1211.45,53.63,53.63,53.63,53.63,453.85,-6737.099574,-6942.156883,-200.0479,0
11,11,82,53,53,53,53,20,12,12,125,74,74,74,74,20,3,3,6,5,5,5,5,4,1.228,1.228,0.129,0.214,0.214,0.214,0.214,0.647,0.971,0.971,11.3,4.93,4.93,4.93,4.93,1.54,2.2,2.2,1.8,1.3,1.3,1.3,1.3,2.2,5.1391,5.1391,7.4167,10.4513,10.4513,10.4513,10.4513,6.1132,22.99,22.99,207.2,126.904,126.904,126.904,126.904,40.078,371.15,371.15,600.75,386.65,386.65,386.65,386.65,1112.15,-11228.63344,-12235.95719,-1002.3398,0
3,3,82,9,9,9,9,11,4,4,125,10,10,10,10,12,2,2,6,2,2,2,2,3,3.582,3.582,0.129,0.824,0.824,0.824,0.824,1.228,0.534,0.534,11.3,0.0017,0.0017,0.0017,0.0017,0.971,2.1,2.1,1.8,0.57,0.57,0.57,0.57,2.2,5.3917,5.3917,7.4167,17.4228,17.4228,17.4228,17.4228,5.1391,6.941,6.941,207.2,18.998,18.998,18.998,18.998,22.99,453.85,453.85,600.75,53.63,53.63,53.63,53.63,371.15,-8480.280947,-9789.411075,-1304.181,0
37,37,50,9,9,9,9,3,48,48,69,10,10,10,10,4,5,5,5,2,2,2,2,2,0.363,0.363,0.228,0.824,0.824,0.824,0.824,3.582,1.53,1.53,7.29,0.0017,0.0017,0.0017,0.0017,0.534,3,3,1.7,0.57,0.57,0.57,0.57,2.1,4.1771,4.1771,7.3439,17.4228,17.4228,17.4228,17.4228,5.3917,85.468,85.468,118.71,18.998,18.998,18.998,18.998,6.941,312.79,312.79,505.21,53.63,53.63,53.63,53.63,453.85,-6078.786385,-6283.780822,-200.0479,0
11,11,82,9,9,9,9,20,12,12,125,10,10,10,10,20,3,3,6,2,2,2,2,4,1.228,1.228,0.129,0.824,0.824,0.824,0.824,0.647,0.971,0.971,11.3,0.0017,0.0017,0.0017,0.0017,1.54,2.2,2.2,1.8,0.57,0.57,0.57,0.57,2.2,5.1391,5.1391,7.4167,17.4228,17.4228,17.4228,17.4228,6.1132,22.99,22.99,207.2,18.998,18.998,18.998,18.998,40.078,371.15,371.15,600.75,53.63,53.63,53.63,53.63,1112.15,-10686.34741,-11693.63293,-1002.3398,0
37,37,32,18,18,18,18,9,48,48,41,18,18,18,18,10,5,5,4,3,3,3,3,2,0.363,0.363,0.32,0.479,0.479,0.479,0.479,0.824,1.53,1.53,5.32,0.00321,0.00321,0.00321,0.00321,0.0017,3,3,1.5,0.97,0.97,0.97,0.97,0.57,4.1771,4.1771,7.8994,12.9676,12.9676,12.9676,12.9676,17.4228,85.468,85.468,72.64,35.453,35.453,35.453,35.453,18.998,312.79,312.79,1211.45,172.31,172.31,172.31,172.31,53.63,-5617.54622,-6279.240994,-656.7593,0
55,55,82,9,9,9,9,20,78,78,125,10,10,10,10,20,6,6,6,2,2,2,2,4,0.242,0.242,0.129,0.824,0.824,0.824,0.824,0.647,1.87,1.87,11.3,0.0017,0.0017,0.0017,0.0017,1.54,3.3,3.3,1.8,0.57,0.57,0.57,0.57,2.2,3.8939,3.8939,7.4167,17.4228,17.4228,17.4228,17.4228,6.1132,132.905,132.905,207.2,18.998,18.998,18.998,18.998,40.078,301.7,301.7,600.75,53.63,53.63,53.63,53.63,1112.15,-9629.213756,-10636.48224,-1002.3398,0
37,37,82,35,35,35,35,20,48,48,125,45,45,45,45,20,5,5,6,4,4,4,4,4,0.363,0.363,0.129,0.474,0.474,0.474,0.474,0.647,1.53,1.53,11.3,3.12,3.12,3.12,3.12,1.54,3,3,1.8,1.1,1.1,1.1,1.1,2.2,4.1771,4.1771,7.4167,11.8138,11.8138,11.8138,11.8138,6.1132,85.468,85.468,207.2,79.904,79.904,79.904,79.904,40.078,312.79,312.79,600.75,266.05,266.05,266.05,266.05,1112.15,-8672.777297,-9680.039702,-1002.3398,0
3,3,32,9,9,9,18,11,4,4,41,10,10,10,18,12,2,2,4,2,2,2,3,3,3.582,3.582,0.32,0.824,0.824,0.824,0.479,1.228,0.534,0.534,5.32,0.0017,0.0017,0.0017,0.00321,0.971,2.1,2.1,1.5,0.57,0.57,0.57,0.97,2.2,5.3917,5.3917,7.8994,17.4228,17.4228,17.4228,12.9676,5.1391,6.941,6.941,72.64,18.998,18.998,18.998,35.453,22.99,453.85,453.85,1211.45,53.63,53.63,53.63,172.31,371.15,-5350.647037,-6659.713435,-1304.181,0
11,11,50,53,53,53,53,9,12,12,69,74,74,74,74,10,3,3,5,5,5,5,5,2,1.228,1.228,0.228,0.214,0.214,0.214,0.214,0.824,0.971,0.971,7.29,4.93,4.93,4.93,4.93,0.0017,2.2,2.2,1.7,1.3,1.3,1.3,1.3,0.57,5.1391,5.1391,7.3439,10.4513,10.4513,10.4513,10.4513,17.4228,22.99,22.99,118.71,126.904,126.904,126.904,126.904,18.998,371.15,371.15,505.21,386.65,386.65,386.65,386.65,53.63,-7847.815822,-8509.458339,-656.7593,0
37,37,82,9,9,9,53,20,48,48,125,10,10,10,74,20,5,5,6,2,2,2,5,4,0.363,0.363,0.129,0.824,0.824,0.824,0.214,0.647,1.53,1.53,11.3,0.0017,0.0017,0.0017,4.93,1.54,3,3,1.8,0.57,0.57,0.57,1.3,2.2,4.1771,4.1771,7.4167,17.4228,17.4228,17.4228,10.4513,6.1132,85.468,85.468,207.2,18.998,18.998,18.998,126.904,40.078,312.79,312.79,600.75,53.63,53.63,53.63,386.65,1112.15,-9596.362342,-10603.58121,-1002.3398,0
